952   134   68   5   466   232   95
953   134   76   6   466   224   94
954   134   72   7   466   228   93
955   134   73   3   466   227   97
956   134   76   7   466   224   93
957   133   72   4   467   228   96
958   133   75   5   467   225   95
959   133   78   5   467   222   95
960   133   65   5   467   235   95
961   133   63   6   467   237   94
962   133   60   3   467   240   97
963   132   61   6   468   239   94
964   132   67   9   468   233   91
965   132   69   7   468   231   93
966   132   68   7   468   232   93
967   132   65   6   468   235   94
968   132   65   5   468   235   95
969   133   67   5   467   233   95
970   133   71   4   467   229   96
971   133   66   5   467   234   95
972   133   70   5   467   230   95
973   133   70   4   467   230   96
974   133   72   6   467   228   94
975   133   83   4   467   217   96
976   133   77   5   467   223   95
977   134   65   6   466   235   94
978   133   64   6   467   236   94
979   133   66   6   467   234   94
980   133   78   4   467   222   96
981   133   76   6   467   224   94
982   133   78   7   467   222   93
983   133   76   5   467   224   95
984   133   77   7   467   223   93
985   133   78   4   467   222   96
986   133   71   7   467   229   93
987   133   76   5   467   224   95
988   134   70   3   466   230   97
989   134   71   5   466   229   95
990   135   69   5   465   231   95
991   135   65   2   465   235   98
992   135   75   5   465   225   95
993   134   77   5   466   223   95
994   134   77   6   466   223   94
995   134   80   7   466   220   93
996   134   72   7   466   228   93
997   133   68   5   467   232   95
998   133   77   4   467   223   96
